cvegeo,nom_mun,nom_ent,poblacion_pob_001
"10010",Hidalgo,Durango,"3838.000000000000000"
"10011",Indé,Durango,"4927.000000000000000"
"10012",Lerdo,Durango,"153311.000000000000000"
"10013",Mapimí,Durango,"26502.000000000000000"
"08060",Santa Bárbara,Chihuahua,"10721.000000000000000"
"10033",Súchil,Durango,"6343.000000000000000"
"10034",Tamazula,Durango,"26709.000000000000000"
"12066",Tlapa de Comonfort,Guerrero,"87967.000000000000000"
"15004",Almoloya de Alquisiras,México,"14846.000000000000000"
"15005",Almoloya de Juárez,México,"176237.000000000000000"
"15121",Cuautitlán Izcalli,México,"531041.000000000000000"
"15122",Valle de Chalco Solidaridad,México,"396157.000000000000000"
"15123",Luvianos,México,"27860.000000000000000"
"16113",José Sixto Verduzco,Michoacán de Ocampo,"26214.000000000000000"
"16040",Indaparapeo,Michoacán de Ocampo,"16990.000000000000000"
"16041",Irimbo,Michoacán de Ocampo,"15215.000000000000000"
"16042",Ixtlán,Michoacán de Ocampo,"12720.000000000000000"
"16043",Jacona,Michoacán de Ocampo,"69744.000000000000000"
"16044",Jiménez,Michoacán de Ocampo,"12426.000000000000000"
"16045",Jiquilpan,Michoacán de Ocampo,"32950.000000000000000"
"10001",Canatlán,Durango,"32852.000000000000000"
"10002",Canelas,Durango,"4683.000000000000000"
"10029",San Luis del Cordero,Durango,"2077.000000000000000"
"10030",San Pedro del Gallo,Durango,"1478.000000000000000"
"10031",Santa Clara,Durango,"7089.000000000000000"
"10032",Santiago Papasquiaro,Durango,"48482.000000000000000"
"10036",Tlahualilo,Durango,"22895.000000000000000"
"10037",Topia,Durango,"9351.000000000000000"
"10038",Vicente Guerrero,Durango,"21861.000000000000000"
"10039",Nuevo Ideal,Durango,"27278.000000000000000"
"11001",Abasolo,Guanajuato,"90990.000000000000000"
"11002",Acámbaro,Guanajuato,"112125.000000000000000"
"11003",San Miguel de Allende,Guanajuato,"171857.000000000000000"
"11004",Apaseo el Alto,Guanajuato,"68455.000000000000000"
"11005",Apaseo el Grande,Guanajuato,"92605.000000000000000"
"11006",Atarjea,Guanajuato,"5128.000000000000000"
"11007",Celaya,Guanajuato,"494304.000000000000000"
"11008",Manuel Doblado,Guanajuato,"38832.000000000000000"
"11009",Comonfort,Guanajuato,"82572.000000000000000"
"11010",Coroneo,Guanajuato,"12068.000000000000000"
"11011",Cortazar,Guanajuato,"95961.000000000000000"
"11012",Cuerámaro,Guanajuato,"28320.000000000000000"
"11013",Doctor Mora,Guanajuato,"24219.000000000000000"
"11014",Dolores Hidalgo Cuna de la Independencia Nacional,Guanajuato,"152113.000000000000000"
"11015",Guanajuato,Guanajuato,"184239.000000000000000"
"11016",Huanímaro,Guanajuato,"21638.000000000000000"
"11017",Irapuato,Guanajuato,"574344.000000000000000"
"14125",San Ignacio Cerro Gordo,Jalisco,"18952.000000000000000"
"15069",Papalotla,México,"3963.000000000000000"
"13017",Chapantongo,Hidalgo,"13789.000000000000000"
"13018",Chapulhuacán,Hidalgo,"23961.000000000000000"
"13019",Chilcuautla,Hidalgo,"18169.000000000000000"
"13020",Eloxochitlán,Hidalgo,"2667.000000000000000"
"12024",Cualác,Guerrero,"7649.000000000000000"
"12025",Cuautepec,Guerrero,"16415.000000000000000"
"12026",Cuetzala del Progreso,Guerrero,"8559.000000000000000"
"12027",Cutzamala de Pinzón,Guerrero,"19746.000000000000000"
"12028",Chilapa de Álvarez,Guerrero,"129867.000000000000000"
"12029",Chilpancingo de los Bravo,Guerrero,"273106.000000000000000"
"12030",Florencio Villarreal,Guerrero,"20855.000000000000000"
"12031",General Canuto A. Neri,Guerrero,"5780.000000000000000"
"12032",General Heliodoro Castillo,Guerrero,"37340.000000000000000"
"12033",Huamuxtitlán,Guerrero,"15287.000000000000000"
"12034",Huitzuco de los Figueroa,Guerrero,"37094.000000000000000"
"12035",Iguala de la Independencia,Guerrero,"151660.000000000000000"
"12036",Igualapa,Guerrero,"11383.000000000000000"
"12037",Ixcateopan de Cuauhtémoc,Guerrero,"6179.000000000000000"
"12038",Zihuatanejo de Azueta,Guerrero,"124824.000000000000000"
"12039",Juan R. Escudero,Guerrero,"24890.000000000000000"
"12040",Leonardo Bravo,Guerrero,"26342.000000000000000"
"12041",Malinaltepec,Guerrero,"25584.000000000000000"
"12042",Mártir de Cuilapan,Guerrero,"18526.000000000000000"
"12043",Metlatónoc,Guerrero,"19456.000000000000000"
"12044",Mochitlán,Guerrero,"12752.000000000000000"
"12045",Olinalá,Guerrero,"25483.000000000000000"
"12046",Ometepec,Guerrero,"67641.000000000000000"
"12047",Pedro Ascencio Alquisiras,Guerrero,"6883.000000000000000"
"12048",Petatlán,Guerrero,"44263.000000000000000"
"12049",Pilcaya,Guerrero,"12900.000000000000000"
"12050",Pungarabato,Guerrero,"37494.000000000000000"
"12051",Quechultenango,Guerrero,"35926.000000000000000"
"12065",Tlalixtaquilla de Maldonado,Guerrero,"7407.000000000000000"
"12080",Juchitán,Guerrero,"7576.000000000000000"
"12081",Iliatenco,Guerrero,"11114.000000000000000"
"13001",Acatlán,Hidalgo,"21044.000000000000000"
"13002",Acaxochitlán,Hidalgo,"43774.000000000000000"
"13003",Actopan,Hidalgo,"56429.000000000000000"
"13004",Agua Blanca de Iturbide,Hidalgo,"9116.000000000000000"
"13005",Ajacuba,Hidalgo,"18320.000000000000000"
"13006",Alfajayucan,Hidalgo,"20332.000000000000000"
"13007",Almoloya,Hidalgo,"12410.000000000000000"
"13008",Apan,Hidalgo,"44576.000000000000000"
"13009",El Arenal,Hidalgo,"18807.000000000000000"
"13010",Atitalaquia,Hidalgo,"29683.000000000000000"
"13011",Atlapexco,Hidalgo,"19902.000000000000000"
"13012",Atotonilco el Grande,Hidalgo,"27433.000000000000000"
"13013",Atotonilco de Tula,Hidalgo,"38564.000000000000000"
"13014",Calnali,Hidalgo,"17163.000000000000000"
"13015",Cardonal,Hidalgo,"18347.000000000000000"
"13016",Cuautepec de Hinojosa,Hidalgo,"58301.000000000000000"
"13065",Tetepango,Hidalgo,"11624.000000000000000"
"13066",Villa de Tezontepec,Hidalgo,"12413.000000000000000"
"13067",Tezontepec de Aldama,Hidalgo,"53009.000000000000000"
"13068",Tianguistengo,Hidalgo,"15122.000000000000000"
"13069",Tizayuca,Hidalgo,"119442.000000000000000"
"13070",Tlahuelilpan,Hidalgo,"19389.000000000000000"
"13071",Tlahuiltepa,Hidalgo,"10376.000000000000000"
"13072",Tlanalapa,Hidalgo,"10342.000000000000000"
"13073",Tlanchinol,Hidalgo,"39772.000000000000000"
"15050",Juchitepec,México,"25436.000000000000000"
"15051",Lerma,México,"146654.000000000000000"
"15052",Malinalco,México,"27482.000000000000000"
"15003",Aculco,México,"49026.000000000000000"
"13074",Tlaxcoapan,Hidalgo,"28490.000000000000000"
"13075",Tolcayuca,Hidalgo,"16733.000000000000000"
"13076",Tula de Allende,Hidalgo,"109093.000000000000000"
"13077",Tulancingo de Bravo,Hidalgo,"161069.000000000000000"
"13078",Xochiatipan,Hidalgo,"19752.000000000000000"
"15006",Almoloya del Río,México,"11126.000000000000000"
"15007",Amanalco,México,"24669.000000000000000"
"16053",Morelia,Michoacán de Ocampo,"784776.000000000000000"
"20075",Reforma de Pineda,Oaxaca,"2723.000000000000000"
"15012",Atizapán,México,"11875.000000000000000"
"15013",Atizapán de Zaragoza,México,"523296.000000000000000"
"15014",Atlacomulco,México,"100675.000000000000000"
"15015",Atlautla,México,"30945.000000000000000"
"15016",Axapusco,México,"27709.000000000000000"
"15017",Ayapango,México,"9863.000000000000000"
"15018",Calimaya,México,"56574.000000000000000"
"15019",Capulhuac,México,"35495.000000000000000"
"15093",Tepetlaoxtoc,México,"30680.000000000000000"
"15094",Tepetlixpa,México,"19843.000000000000000"
"15095",Tepotzotlán,México,"94198.000000000000000"
"15096",Tequixquiac,México,"36902.000000000000000"
"15097",Texcaltitlán,México,"19206.000000000000000"
"16046",Juárez,Michoacán de Ocampo,"14387.000000000000000"
"16047",Jungapeo,Michoacán de Ocampo,"21548.000000000000000"
"16048",Lagunillas,Michoacán de Ocampo,"5571.000000000000000"
"16049",Madero,Michoacán de Ocampo,"18030.000000000000000"
"16050",Maravatío,Michoacán de Ocampo,"88535.000000000000000"
"16051",Marcos Castellanos,Michoacán de Ocampo,"13750.000000000000000"
"16052",Lázaro Cárdenas,Michoacán de Ocampo,"183185.000000000000000"
"16065",Paracho,Michoacán de Ocampo,"37464.000000000000000"
"16086",Tanhuato,Michoacán de Ocampo,"15352.000000000000000"
"16087",Taretan,Michoacán de Ocampo,"14819.000000000000000"
"16088",Tarímbaro,Michoacán de Ocampo,"105400.000000000000000"
"16089",Tepalcatepec,Michoacán de Ocampo,"23842.000000000000000"
"16090",Tingambato,Michoacán de Ocampo,"15010.000000000000000"
"16091",Tingüindín,Michoacán de Ocampo,"14532.000000000000000"
"16092",Tiquicheo de Nicolás Romero,Michoacán de Ocampo,"13731.000000000000000"
"16093",Tlalpujahua,Michoacán de Ocampo,"27788.000000000000000"
"16109",Zináparo,Michoacán de Ocampo,"3200.000000000000000"
"16110",Zinapécuaro,Michoacán de Ocampo,"47327.000000000000000"
"16111",Ziracuaretiro,Michoacán de Ocampo,"17394.000000000000000"
"16112",Zitácuaro,Michoacán de Ocampo,"164144.000000000000000"
"15091",Teoloyucan,México,"66518.000000000000000"
"20092",San Andrés Ixtlahuaca,Oaxaca,"1604.000000000000000"
"15030",Chiconcuac,México,"25543.000000000000000"
"15020",Coacalco de Berriozábal,México,"284462.000000000000000"
"15021",Coatepec Harinas,México,"39897.000000000000000"
"16094",Tlazazalca,Michoacán de Ocampo,"6202.000000000000000"
"15022",Cocotitlán,México,"14414.000000000000000"
"15024",Cuautitlán,México,"149550.000000000000000"
"15026",Chapa de Mota,México,"28289.000000000000000"
"15103",Tlalmanalco,México,"47390.000000000000000"
"15104",Tlalnepantla de Baz,México,"700734.000000000000000"
"15105",Tlatlaya,México,"34937.000000000000000"
"15106",Toluca,México,"873536.000000000000000"
"15107",Tonatico,México,"12324.000000000000000"
"15108",Tultepec,México,"150182.000000000000000"
"15109",Tultitlán,México,"520557.000000000000000"
"15110",Valle de Bravo,México,"65703.000000000000000"
"15111",Villa de Allende,México,"52641.000000000000000"
"15112",Villa del Carbón,México,"47151.000000000000000"
"15113",Villa Guerrero,México,"67929.000000000000000"
"15114",Villa Victoria,México,"104612.000000000000000"
"15115",Xonacatlán,México,"51646.000000000000000"
"15116",Zacazonapan,México,"4137.000000000000000"
"15117",Zacualpan,México,"14958.000000000000000"
"15118",Zinacantepec,México,"188927.000000000000000"
"15119",Zumpahuacán,México,"16927.000000000000000"
"15120",Zumpango,México,"199069.000000000000000"
"15027",Chapultepec,México,"11764.000000000000000"
"20204",San Juan Lajarcia,Oaxaca,"607.000000000000000"
"15031",Chimalhuacán,México,"679811.000000000000000"
"15032",Donato Guerra,México,"34000.000000000000000"
"15033",Ecatepec de Morelos,México,"1677678.000000000000000"
"15053",Melchor Ocampo,México,"57152.000000000000000"
"16057",Nocupétaro,Michoacán de Ocampo,"8195.000000000000000"
"16058",Nuevo Parangaricutiro,Michoacán de Ocampo,"19595.000000000000000"
"16059",Nuevo Urecho,Michoacán de Ocampo,"7988.000000000000000"
"16060",Numarán,Michoacán de Ocampo,"9794.000000000000000"
"16061",Ocampo,Michoacán de Ocampo,"24424.000000000000000"
"16062",Pajacuarán,Michoacán de Ocampo,"19440.000000000000000"
"16063",Panindícuaro,Michoacán de Ocampo,"15705.000000000000000"
"16064",Parácuaro,Michoacán de Ocampo,"26789.000000000000000"
"15055",Mexicaltzingo,México,"12796.000000000000000"
"15056",Morelos,México,"29862.000000000000000"
"15057",Naucalpan de Juárez,México,"844219.000000000000000"
"15058",Nezahualcóyotl,México,"1039867.000000000000000"
"15059",Nextlalpan,México,"39666.000000000000000"
"15060",Nicolás Romero,México,"410118.000000000000000"
"15061",Nopaltepec,México,"8960.000000000000000"
"15062",Ocoyoacac,México,"66190.000000000000000"
"15063",Ocuilan,México,"34485.000000000000000"
"15064",El Oro,México,"37343.000000000000000"
"15065",Otumba,México,"35274.000000000000000"
"15066",Otzoloapan,México,"3872.000000000000000"
"15067",Otzolotepec,México,"84519.000000000000000"
"15068",Ozumba,México,"29114.000000000000000"
"16067",Penjamillo,Michoacán de Ocampo,"16920.000000000000000"
"16068",Peribán,Michoacán de Ocampo,"27832.000000000000000"
"16069",La Piedad,Michoacán de Ocampo,"103702.000000000000000"
"16070",Purépero,Michoacán de Ocampo,"15255.000000000000000"
"16071",Puruándiro,Michoacán de Ocampo,"67644.000000000000000"
"16072",Queréndaro,Michoacán de Ocampo,"13836.000000000000000"
"16073",Quiroga,Michoacán de Ocampo,"27862.000000000000000"
"16074",Cojumatlán de Régules,Michoacán de Ocampo,"10450.000000000000000"
"16075",Los Reyes,Michoacán de Ocampo,"69723.000000000000000"
"16076",Sahuayo,Michoacán de Ocampo,"76587.000000000000000"
"16077",San Lucas,Michoacán de Ocampo,"17845.000000000000000"
"16078",Santa Ana Maya,Michoacán de Ocampo,"12466.000000000000000"
"16079",Salvador Escalante,Michoacán de Ocampo,"49588.000000000000000"
"16080",Senguio,Michoacán de Ocampo,"19146.000000000000000"
"16081",Susupuato,Michoacán de Ocampo,"8804.000000000000000"
"16082",Tacámbaro,Michoacán de Ocampo,"76661.000000000000000"
"16083",Tancítaro,Michoacán de Ocampo,"31100.000000000000000"
"16084",Tangamandapio,Michoacán de Ocampo,"29268.000000000000000"
"16085",Tangancícuaro,Michoacán de Ocampo,"33621.000000000000000"
"15076",San Mateo Atenco,México,"75511.000000000000000"
"15077",San Simón de Guerrero,México,"6010.000000000000000"
"15078",Santo Tomás,México,"9682.000000000000000"
"15079",Soyaniquilpan de Juárez,México,"13290.000000000000000"
"15080",Sultepec,México,"26832.000000000000000"
"15081",Tecámac,México,"446008.000000000000000"
"15082",Tejupilco,México,"77799.000000000000000"
"16098",Tuxpan,Michoacán de Ocampo,"27371.000000000000000"
"16099",Tuzantla,Michoacán de Ocampo,"15383.000000000000000"
"16100",Tzintzuntzan,Michoacán de Ocampo,"14432.000000000000000"
"16101",Tzitzio,Michoacán de Ocampo,"8966.000000000000000"
"16102",Uruapan,Michoacán de Ocampo,"334749.000000000000000"
"16103",Venustiano Carranza,Michoacán de Ocampo,"24708.000000000000000"
"16104",Villamar,Michoacán de Ocampo,"17166.000000000000000"
"16105",Vista Hermosa,Michoacán de Ocampo,"20624.000000000000000"
"16106",Yurécuaro,Michoacán de Ocampo,"31404.000000000000000"
"16107",Zacapu,Michoacán de Ocampo,"75632.000000000000000"
"16108",Zamora,Michoacán de Ocampo,"196208.000000000000000"
"15083",Temamatla,México,"12984.000000000000000"
"15084",Temascalapa,México,"38622.000000000000000"
"15085",Temascalcingo,México,"63721.000000000000000"
"15086",Temascaltepec,México,"31631.000000000000000"
"15087",Temoaya,México,"103834.000000000000000"
"15088",Tenancingo,México,"97891.000000000000000"
"15089",Tenango del Aire,México,"12470.000000000000000"
"15090",Tenango del Valle,México,"86380.000000000000000"
"15092",Teotihuacán,México,"56993.000000000000000"
"15098",Texcalyacac,México,"5246.000000000000000"
"17003",Axochiapan,Morelos,"35689.000000000000000"
"17004",Ayala,Morelos,"85521.000000000000000"
"17005",Coatlán del Río,Morelos,"9768.000000000000000"
"17006",Cuautla,Morelos,"194786.000000000000000"
"17007",Cuernavaca,Morelos,"366321.000000000000000"
"17008",Emiliano Zapata,Morelos,"99493.000000000000000"
"16022",Charo,Michoacán de Ocampo,"21784.000000000000000"
"18008",Xalisco,Nayarit,"57418.000000000000000"
"18009",Del Nayar,Nayarit,"42514.000000000000000"
"18010",Rosamorada,Nayarit,"33901.000000000000000"
"18011",Ruíz,Nayarit,"24743.000000000000000"
"18012",San Blas,Nayarit,"43979.000000000000000"
"18013",San Pedro Lagunillas,Nayarit,"7499.000000000000000"
"18014",Santa María del Oro,Nayarit,"23477.000000000000000"
"18015",Santiago Ixcuintla,Nayarit,"97820.000000000000000"
"18016",Tecuala,Nayarit,"39718.000000000000000"
"18017",Tepic,Nayarit,"413608.000000000000000"
"18018",Tuxpan,Nayarit,"30565.000000000000000"
"18019",La Yesca,Nayarit,"14315.000000000000000"
"18020",Bahía de Banderas,Nayarit,"150250.000000000000000"
"20098",San Andrés Teotilálpam,Oaxaca,"4425.000000000000000"
"19005",Anáhuac,Nuevo León,"18194.000000000000000"
"16031",Epitacio Huerta,Michoacán de Ocampo,"16622.000000000000000"
"19002",Agualeguas,Nuevo León,"2439.000000000000000"
"19003",Los Aldamas,Nuevo León,"1292.000000000000000"
"20096",San Andrés Sinaxtla,Oaxaca,"716.000000000000000"
"20097",San Andrés Solaga,Oaxaca,"1671.000000000000000"
"16032",Erongarícuaro,Michoacán de Ocampo,"15291.000000000000000"
"15125",Tonanitla,México,"9728.000000000000000"
"16001",Acuitzio,Michoacán de Ocampo,"11425.000000000000000"
"16002",Aguililla,Michoacán de Ocampo,"15241.000000000000000"
"16003",Álvaro Obregón,Michoacán de Ocampo,"21651.000000000000000"
"16004",Angamacutiro,Michoacán de Ocampo,"15193.000000000000000"
"16005",Angangueo,Michoacán de Ocampo,"11120.000000000000000"
"16006",Apatzingán,Michoacán de Ocampo,"128250.000000000000000"
"16007",Aporo,Michoacán de Ocampo,"3218.000000000000000"
"16008",Aquila,Michoacán de Ocampo,"24864.000000000000000"
"16009",Ario,Michoacán de Ocampo,"36549.000000000000000"
"16010",Arteaga,Michoacán de Ocampo,"22138.000000000000000"
"16011",Briseñas,Michoacán de Ocampo,"11328.000000000000000"
"16012",Buenavista,Michoacán de Ocampo,"47498.000000000000000"
"16013",Carácuaro,Michoacán de Ocampo,"9485.000000000000000"
"16014",Coahuayana,Michoacán de Ocampo,"14392.000000000000000"
"16015",Coalcomán de Vázquez Pallares,Michoacán de Ocampo,"18444.000000000000000"
"16016",Coeneo,Michoacán de Ocampo,"20749.000000000000000"
"16017",Contepec,Michoacán de Ocampo,"34193.000000000000000"
"16018",Copándaro,Michoacán de Ocampo,"9151.000000000000000"
"16019",Cotija,Michoacán de Ocampo,"19018.000000000000000"
"16020",Cuitzeo,Michoacán de Ocampo,"29681.000000000000000"
"16021",Charapan,Michoacán de Ocampo,"12373.000000000000000"
"15100",Tezoyuca,México,"41333.000000000000000"
"15101",Tianguistenco,México,"77147.000000000000000"
"16023",Chavinda,Michoacán de Ocampo,"10258.000000000000000"
"16024",Cherán,Michoacán de Ocampo,"19081.000000000000000"
"16025",Chilchota,Michoacán de Ocampo,"39035.000000000000000"
"16026",Chinicuila,Michoacán de Ocampo,"5032.000000000000000"
"16027",Chucándiro,Michoacán de Ocampo,"4559.000000000000000"
"16028",Churintzio,Michoacán de Ocampo,"5016.000000000000000"
"16029",Churumuco,Michoacán de Ocampo,"15455.000000000000000"
"16030",Ecuandureo,Michoacán de Ocampo,"12788.000000000000000"
"16054",Morelos,Michoacán de Ocampo,"7806.000000000000000"
"16055",Múgica,Michoacán de Ocampo,"45484.000000000000000"
"17009",Huitzilac,Morelos,"19231.000000000000000"
"17010",Jantetelco,Morelos,"17238.000000000000000"
"17011",Jiutepec,Morelos,"214137.000000000000000"
"17012",Jojutla,Morelos,"57121.000000000000000"
"17013",Jonacatepec de Leandro Valle,Morelos,"15690.000000000000000"
"17014",Mazatepec,Morelos,"9967.000000000000000"
"17015",Miacatlán,Morelos,"26713.000000000000000"
"17016",Ocuituco,Morelos,"18580.000000000000000"
"17017",Puente de Ixtla,Morelos,"66435.000000000000000"
"17018",Temixco,Morelos,"116143.000000000000000"
"17019",Tepalcingo,Morelos,"27187.000000000000000"
"17020",Tepoztlán,Morelos,"46946.000000000000000"
"17021",Tetecala,Morelos,"7772.000000000000000"
"17022",Tetela del Volcán,Morelos,"20698.000000000000000"
"19001",Abasolo,Nuevo León,"2639.000000000000000"
"19004",Allende,Nuevo León,"34353.000000000000000"
"17023",Tlalnepantla,Morelos,"7166.000000000000000"
"17026",Tlayacapan,Morelos,"17714.000000000000000"
"17027",Totolapan,Morelos,"11992.000000000000000"
"17028",Xochitepec,Morelos,"68984.000000000000000"
"17029",Yautepec,Morelos,"102690.000000000000000"
"17030",Yecapixtla,Morelos,"52651.000000000000000"
"17031",Zacatepec,Morelos,"36159.000000000000000"
"17032",Zacualpan de Amilpas,Morelos,"9370.000000000000000"
"17033",Temoac,Morelos,"15844.000000000000000"
"19006",Apodaca,Nuevo León,"597207.000000000000000"
"20508",Santo Domingo Chihuitán,Oaxaca,"1486.000000000000000"
"20509",Santo Domingo de Morelos,Oaxaca,"10738.000000000000000"
"17034",Coatetelco,Morelos,
"18006",Ixtlán del Río,Nayarit,"29416.000000000000000"
"18007",Jala,Nayarit,"18580.000000000000000"
"19008",Bustamante,Nuevo León,"3977.000000000000000"
"19007",Aramberri,Nuevo León,"16152.000000000000000"
"19024",General Zaragoza,Nuevo León,"6011.000000000000000"
"17035",Xoxocotla,Morelos,
"18001",Acaponeta,Nayarit,"37309.000000000000000"
"18002",Ahuacatlán,Nayarit,"15953.000000000000000"
"18003",Amatlán de Cañas,Nayarit,"11851.000000000000000"
"18004",Compostela,Nayarit,"75520.000000000000000"
"18005",Huajicori,Nayarit,"12614.000000000000000"
"19010",El Carmen,Nuevo León,"38306.000000000000000"
"19013",China,Nuevo León,"10835.000000000000000"
"19014",Doctor Arroyo,Nuevo León,"34110.000000000000000"
"19015",Doctor Coss,Nuevo León,"1632.000000000000000"
"19016",Doctor González,Nuevo León,"2861.000000000000000"
"19017",Galeana,Nuevo León,"41130.000000000000000"
"19018",García,Nuevo León,"247370.000000000000000"
"19019",San Pedro Garza García,Nuevo León,"123156.000000000000000"
"19020",General Bravo,Nuevo León,"5479.000000000000000"
"19021",General Escobedo,Nuevo León,"425148.000000000000000"
"19022",General Terán,Nuevo León,"14795.000000000000000"
"19023",General Treviño,Nuevo León,"1044.000000000000000"
"19029",Hualahuises,Nuevo León,"6921.000000000000000"
"20014",Ciudad Ixtepec,Oaxaca,"28637.000000000000000"
"19030",Iturbide,Nuevo León,"3571.000000000000000"
"19035",Melchor Ocampo,Nuevo León,"955.000000000000000"
"20027",Chiquihuitlán de Benito Juárez,Oaxaca,"2251.000000000000000"
"19036",Mier y Noriega,Nuevo León,"6996.000000000000000"
"19042",Los Ramones,Nuevo León,"4469.000000000000000"
"20099",San Andrés Tepetlapa,Oaxaca,"472.000000000000000"
"19043",Rayones,Nuevo León,"2640.000000000000000"
"19044",Sabinas Hidalgo,Nuevo León,"35456.000000000000000"
"19045",Salinas Victoria,Nuevo León,"54192.000000000000000"
"19046",San Nicolás de los Garza,Nuevo León,"430143.000000000000000"
"20218",San Juan Teita,Oaxaca,"531.000000000000000"
"20004",Asunción Cuyotepeji,Oaxaca,"930.000000000000000"
"19047",Hidalgo,Nuevo León,"13836.000000000000000"
"19051",Villaldama,Nuevo León,"4080.000000000000000"
"20001",Abejones,Oaxaca,"882.000000000000000"
"20007",Asunción Ocotlán,Oaxaca,"2550.000000000000000"
"20003",Asunción Cacalotepec,Oaxaca,"2027.000000000000000"
"20435",Santa María Tepantlali,Oaxaca,"3465.000000000000000"
"20011",Calihualá,Oaxaca,"1182.000000000000000"
"20030",El Espinal,Oaxaca,"8575.000000000000000"
"20013",Ciénega de Zimatlán,Oaxaca,"2953.000000000000000"
"20017",La Compañía,Oaxaca,"3365.000000000000000"
"20049",Magdalena Ocotlán,Oaxaca,"1146.000000000000000"
"20019",Concepción Pápalo,Oaxaca,"2934.000000000000000"
"20020",Constancia del Rosario,Oaxaca,"3947.000000000000000"
"20022",Cosoltepec,Oaxaca,"716.000000000000000"
"20024",Cuyamecalco Villa de Zaragoza,Oaxaca,"3643.000000000000000"
"20025",Chahuites,Oaxaca,"11413.000000000000000"
"20026",Chalcatongo de Hidalgo,Oaxaca,"9066.000000000000000"
"20029",Eloxochitlán de Flores Magón,Oaxaca,"4135.000000000000000"
"20032",Fresnillo de Trujano,Oaxaca,"996.000000000000000"
"20050",Magdalena Peñasco,Oaxaca,"3381.000000000000000"
"20033",Guadalupe Etla,Oaxaca,"2637.000000000000000"
"20562",Magdalena Yodocono de Porfirio Díaz,Oaxaca,"1554.000000000000000"
"20034",Guadalupe de Ramírez,Oaxaca,"1172.000000000000000"
"20035",Guelatao de Juárez,Oaxaca,"531.000000000000000"
"20037",Mesones Hidalgo,Oaxaca,"4380.000000000000000"
"20038",Villa Hidalgo,Oaxaca,"1917.000000000000000"
"20040",Huautepec,Oaxaca,"6299.000000000000000"
"20042",Ixtlán de Juárez,Oaxaca,"8268.000000000000000"
"20043",Heroica Ciudad de Juchitán de Zaragoza,Oaxaca,"98043.000000000000000"
"20045",Magdalena Apasco,Oaxaca,"8303.000000000000000"
"20046",Magdalena Jaltepec,Oaxaca,"3149.000000000000000"
"20048",Magdalena Mixtepec,Oaxaca,"1375.000000000000000"
"20060",Mixistlán de la Reforma,Oaxaca,"2585.000000000000000"
"20061",Monjas,Oaxaca,"2722.000000000000000"
"20062",Natividad,Oaxaca,"475.000000000000000"
"20063",Nazareno Etla,Oaxaca,"3910.000000000000000"
"20065",Ixpantepec Nieves,Oaxaca,"1209.000000000000000"
"20069",La Pe,Oaxaca,"2632.000000000000000"
"20070",Pinotepa de Don Luis,Oaxaca,"6893.000000000000000"
"20072",San José del Progreso,Oaxaca,"6822.000000000000000"
"20074",Santa Catarina Quioquitani,Oaxaca,"482.000000000000000"
"20076",La Reforma,Oaxaca,"3256.000000000000000"
"20078",Rojas de Cuauhtémoc,Oaxaca,"1095.000000000000000"
"20077",Reyes Etla,Oaxaca,"3757.000000000000000"
"20081",San Agustín Atenango,Oaxaca,"1760.000000000000000"
"20094",San Andrés Nuxiño,Oaxaca,"1756.000000000000000"
"20079",Salina Cruz,Oaxaca,"89211.000000000000000"
"20080",San Agustín Amatengo,Oaxaca,"1459.000000000000000"
"20084",San Agustín Etla,Oaxaca,"3984.000000000000000"
"20082",San Agustín Chayuco,Oaxaca,"4099.000000000000000"
"20086",San Agustín Tlacotepec,Oaxaca,"929.000000000000000"
"20083",San Agustín de las Juntas,Oaxaca,"9342.000000000000000"
"20087",San Agustín Yatareni,Oaxaca,"4334.000000000000000"
"20089",San Andrés Dinicuiti,Oaxaca,"2112.000000000000000"
"20090",San Andrés Huaxpaltepec,Oaxaca,"6168.000000000000000"
"20091",San Andrés Huayápam,Oaxaca,"5336.000000000000000"
"20100",San Andrés Yaá,Oaxaca,"422.000000000000000"
"20103",San Antonino Castillo Velasco,Oaxaca,"6009.000000000000000"
"20095",San Andrés Paxtlán,Oaxaca,"4295.000000000000000"
"20102",San Andrés Zautla,Oaxaca,"4409.000000000000000"
"20105",San Antonino Monte Verde,Oaxaca,"7305.000000000000000"
"20107",San Antonio de la Cal,Oaxaca,"23038.000000000000000"
"20112",San Baltazar Chichicápam,Oaxaca,"2494.000000000000000"
"20108",San Antonio Huitepec,Oaxaca,"4421.000000000000000"
"20109",San Antonio Nanahuatípam,Oaxaca,"1227.000000000000000"
"20110",San Antonio Sinicahua,Oaxaca,"1484.000000000000000"
"20111",San Antonio Tepetlapa,Oaxaca,"4245.000000000000000"
"20114",San Baltazar Yatzachi el Bajo,Oaxaca,"641.000000000000000"
"20115",San Bartolo Coyotepec,Oaxaca,"9105.000000000000000"
"20116",San Bartolomé Ayautla,Oaxaca,"4415.000000000000000"
"20117",San Bartolomé Loxicha,Oaxaca,"2337.000000000000000"
"20119",San Bartolomé Yucuañe,Oaxaca,"386.000000000000000"
"20199",San Juan Ihualtepec,Oaxaca,"580.000000000000000"
"20122",San Bartolo Yautepec,Oaxaca,"636.000000000000000"
"20123",San Bernardo Mixtepec,Oaxaca,"2741.000000000000000"
"20131",San Dionisio Ocotepec,Oaxaca,"10628.000000000000000"
